column1      ordemproduto column2 column3                                  penultimo                 resultado_1 ultimo                    resultado_2 
BDSicoob0001 10850        750     PROCESSAR AUDITORIA                      2017-01-26T00:00:00-02:00 X           1900-01-01T00:00:00-02:00             
BDSicoob0001 10850        800     ATUALIZAR DATA ADMINISTRATIVO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        850     GERAR ARQ. FECHAMENTO MENSAL OPER. CRED. 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        851     GERAR ARQ. FECHAMENTO DIÁRIO OPER. CRED. 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        852     FECHAMENTO GERAR INFORMAÇÕES ARQ. 3050   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        855     GERAR INFORMACOES EXTRATO MENSAL         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10851        100     BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10851        200     ATUALIZAÇÃO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10851        300     PROVISÃO RAF                             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10851        1100    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10851        1200    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        50      HISTÓRICO EXTRATO - SALDO DE APLICAÇÕES  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        200     ENVIO AUTOMÁTICO TED CONTA SALÁRIO       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        250     ATUALIZAÇÃO DE AGENDAMENTOS CCO X CCO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        251     ATUALIZAÇÃO DE AGENDAMENTOS CCO X CCI    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        252     ATUALIZAÇÃO DE AGENDAMENTOS CCI X CCO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        253     ATUALIZAÇÃO DE AGENDAMENTOS CCI X CCI    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        254     EFETIVAÇÃO DE AGENDAMENTOS CCO X CCO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        255     EFETIVAÇÃO DE AGENDAMENTOS CCO X CCI     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        256     EFETIVAÇÃO DE AGENDAMENTOS CCI X CCO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        257     EFETIVAÇÃO DE AGENDAMENTOS CCI X CCI     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        500     CONTABILIZAÇÃO AUTOMATICA CPMF           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        600     ENVIO DE ATUALIZACOES PARA CEDENTE       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        650     IMPORTAR REAPRES. CHEQUES INTERCREDIS    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        800     MECANISMO CONTABIL CPMF                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        900     GERAÇÃO AUTOMÁTICA DE EXTRATO CCO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        989     EXCLUSÃO IMPORTAÇÃO RETORNO REMESSA CH   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        990     IMPORTAÇÃO RETORNO REMESSA CHEQUE        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        995     EXPORTAÇÃO MOVIMENTO CONTABIL COOP       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        996     EXPORTACAO OP.INADIMPLENTES COBRANCA ADM 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        998     IMPORTAÇÃO PARAMET. HISTORICO CENTRAL    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        999     EXPORTAR DADOS CCO ACI PRM               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10861        1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10863        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10863        10      IMPORTACAO MOVIMENTO CONTABIL PRODUTOS   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10863        100     IMPORTACAO MOVIMENTO INTEGRACAO CONTABIL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10863        200     GERACAO ARQUIVO SPED CONTABIL            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10863        210     GERACAO ARQUIVO FCONT CONTABIL           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10863        1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10864        5       ATUALIZAR DATA MOVIMENTO COB.ADM.        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10864        10      ATUALIZAR DATA PRODUTO COB.ADM.          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        15      IMPLANTAÇÃO DE RESGATE AUTOMÁTICO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        100     DESCOMPACTAÇÃO ARQs COMPE FERIADO LOCAL  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        105     IMPORTAÇÃO MOV COMP TIC FERIADO LOCAL    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        110     IMPORTAÇÃO MOV COMP CH FERIADO LOCAL     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        120     IMPORTAÇÃO MOV COMP DOCs FERIADO LOCAL   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        130     IMPORTAÇÃO MOV COMP DECs FERIADO LOCAL   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        140     IMPORTAÇÃO MOV COMP DEV CH FERIADO LOCAL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        145     LIBERA DEP BLOQ PÓS DEV CH FERIADO LOCAL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        150     IMPORT MOV COMP CAR DÉB FERIADO LOCAL    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        180     IMPORTAÇÃO MOV COMP CLI DESDE FER LOCAL  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        200     POSTERGAÇÃO BLOQUEIO CH VLB SUA REMESSA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        300     SINALIZAR BLOQUEIO CH VLB NOSSA REMESSA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        400     POSTERGAÇÃO BLOQUEIO CH VLB NOSSA REM    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        800     VERIFICAR FERIADO CONSECUTIVO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        810     RELAT. TRANSFERENCIA DE CARTEIRA(TITULO) 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        811     RELAT. TRANSFERENCIA DE CARTEIRA(CHEQUE) 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        850     GERACAO ARQUIVOS RETORNO DO CNAB         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        860     GERAÇÃO ARQUIVOS DE RETORNO CNAB CEDENTE 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        870     IMPORT MOV COMP ICF RES MOVCHE FER LOCAL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        871     IMPORT MOV COMP ICF SOL OUT IF FER LOCAL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10865        1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10872        1000    BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10872        1500    ATUALIZAR DATA DO PRODUTO CCS            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10872        2000    EXPORTAR INFORMAÇÕES DE RELACIONAMENTOS  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10872        2500    EXPORTAR INFORMAÇÕES DE PROCURADORES     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10872        3000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        100     ATUALIZACAO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1000    FECHAMENTO GERAÇÃO AVISO DE VENCIMENTO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1010    MOVIMENTO DE LIQUIDACAO                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1020    RELATORIO ANALITICA DAS GARANTIAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1030    RELATORIO AVISO DE VENCIMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1040    RELATORIO DE CONTRATOS CEDIDOS AO FIDC   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1050    RELATORIO DE CONTRATOS ROTATIVOS         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1060    RELATORIO DE DEBITO DE SEG PRESTAMISTA   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1070    RELATORIO DE ENCAMINHAMENTO PROTESTO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1080    RELATORIO DE ENCARGOS E CORRECAO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1090    RELATORIO DE FOLHA DE PAGAMENTO          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1100    RELATORIO DE INVENTARIO CONTABIL         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1110    RELATORIO DE LIBERACOES                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1120    RELATÓRIO DE LIQUID. OPERAÇÕES CEDIDAS   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1130    RELATORIO DE MAIORES DEVEDORES ANALITICO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1140    RELATORIO DE MAIORES DEVEDORES SINTETICO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1150    RELATORIO DE MOVIMENTO DE EMPRESTIMO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1160    RELATORIO DE OCORRENCIAS                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1180    RELATORIO DE RECOLHIMENTO DE IOF         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1190    RELATORIO DE RENDAS A APROPRIAR ATRASO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1200    RELATORIO DE RESUMO RENDAS A APROPRIAR   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1210    RELATORIO LIMITES POR PRODUTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1220    RELATORIO LIQUIDACOES POR TIPO HISTORICO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1280    RELATORIO SINTETICO DAS GARANTIAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1290    RELATORIO SLD CONTABIL POR FAIXA VCTO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1300    RELATORIO VALORES LIBERADOS P/OUT INSTIT 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1310    RESUMO DAS LIBERACOES NO DIA             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1580    RELATORIO DE CONTRATOS ALT JUROS PARCELA 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1590    RELATÓRIO ENCARGOS ROTATIVO INCORPORADO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1590    RELATORIO INVENT DESP APROPRIAR COMISSAO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1600    RELATORIO MOVI. COMISSÃO – SINTETICO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1610    RELATORIO MOVI. COMISSÃO – ANALITICO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1620    RELATORIO DE MOVIMENTO DE ENTRADA        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        1630    DEB. COND. SALDO - RELATÓRIO             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10874        2570    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10875        100     ATUALIZACAO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10875        1855    ATUALIZA SITUAÇÃO CHEQUES DIGITALIZADOS  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10875        1870    CHEQUES NÃO DIGITALIZADOS NA REMESSA     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10875        1880    DEB. COND. SALDO - RELATÓRIO             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10875        2850    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10877        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10877        50      REPLICAÇÃO DE DADOS - HISTORICO          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10877        75      REPLICAÇÃO DE DADOS - OPASSOCIADAS       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10877        100     REPLICAÇÃO DE DADOS - CONVENIO           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10877        150     BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10878        100     BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10878        300     ATUALIZAÇÃO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10878        500     FECHAMENTO DE LANCAMENTO CONTABIL        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10878        700     RELATORIO DE RESUMO DE LANCTOS CONTABEIS 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10878        900     ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10878        1101    GERAR COOBRIGACOES GCO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10878        1300    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10879        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10879        100     ATUALIZAÇÃO SITUAÇÃO FECH.BANCOOB MANHÃ  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10879        1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10880        10      BACKUP BD ANTES DO FECHAMENTO            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        20      CONSISTÊNCIA FECHAMENTO BANCOOB NOITE    2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        20      REPLICAÇÃO DE DADOS - SCI                2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        25      REPLICAÇÃO DE DADOS - CAF                2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        30      REPLICAÇÃO DE DADOS - COOPERATIVA        2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        35      REPLICAÇÃO DE DADOS - PRODUTO            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        40      REPLICAÇÃO DE DADOS - LISTAS             2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        45      REPLICAÇÃO DE DADOS - PARAMETROS         2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        60      REPLICAÇÃO DE DADOS - COTACAO            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        70      REPLICAÇÃO DE DADOS - INSS               2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        75      REPLICAÇÃO DE DADOS - SIAB               2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        80      REPLICAÇÃO DE DADOS - PLANO CONTABIL     2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        85      REPLICAÇÃO DE MODELOS CENTRALIZADOS-SEC  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        95      REPLICAÇÃO DE DADOS - FERIADO            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        100     REPLICAÇÃO DE DADOS - ADMINISTRADORCOOP  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        105     REPLICAÇÃO DE DADOS - SPOOLRELATORIOS    2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        130     REPLICAÇÃO DE DADOS - RELACAOCARTAOHIST  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        140     REPLICAÇÃO DE DADOS - MOTIVORESTRICAOCH  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        160     REPLICAÇÃO DE DADOS - TIPOOPERACAOLOG    2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        165     REPLICAÇÃO DE DADOS - MODCCOTIPOCONTAFUN 2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10880        200     BACKUP BD APÓS O FECHAMENTO              2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        25      SINALIZAR INICIO DO FECH CAPTAÇÃO        2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        100     CONSISTÊNCIA FECHAMENTO BANCOOB NOITE    2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        200     RELATÓRIO - APLICAÇÕES PROGRAMADAS       2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        300     APLICAÇÃO PROGRAMADA                     2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        350     APLICAÇÃO PROGRAMADA NOS CANAIS          2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        400     REAPLICAÇÃO                              2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        500     BONIFICAÇÃO DE CPMF                      2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        600     REPACTUAÇÃO DE TAXAS                     2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        650     TRANSFERÊNCIA APLICAÇÕES DAP             2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        660     CONSISTÊNCIAS CAPTAÇÃO REMUNERADA        2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        670     CONSISTÊNCIAS DE INTEGRIDADE CAPTAÇÃO    2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        680     APROPRIAÇÃO DIÁRIA DE DESPESAS           2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10890        700     BACKUP BD APÓS O FECHAMENTO              2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        20      ATUALIZAÇÃO ALIQ. CPMF ANTES FECHAMENTO  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        50      CONSISTÊNCIA FECHAMENTO BANCOOB NOITE    2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        100     CONSISTÊNCIAS                            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        110     SINALIZAR INICIO DO FECH CONTA CORRENTE  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        115     GERAÇÃO REMESSA CLIENTE DESDE            2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        150     IMPORTAÇÃO MOVIMENTO PADRÃO SIAB         2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        175     IMPORTAÇÃO MOVIMENTO DE TERCEIROS        2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        177     RELATÓRIO DE CONTAS SEM MOVIMENTAÇÃO     2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        180     CONSISTÊNCIA SALDO DEVEDOR CENTRALIZAÇÃO 2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        181     POSTERGACAO DE CHEQUES BLOQUEADOS        2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        182     LIBERAÇÃO DEPÓSITOS ANTES DO FECHAMENTO  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        183     ATUALIZAÇÃO DE LOTES                     2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        185     PREJUIZO CCO GRAVACAO NOVAS CONTAS REPO  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        191     PREJUIZO CCO ATUALIZAR REPO CLASSIF COP  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
BDSicoob0001 10900        195     PREJUIZO CCO AGENDAR ENCERRAMENTO DE LM  2017-01-25T00:00:00-02:00 X           2017-01-26T00:00:00-02:00 X           
